"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","6417","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","7005","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","13834","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","12051","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","10768","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","10496","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-3134","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-704","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","12853","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","5752","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","17863","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","11149","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","1967","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","1098","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","19346","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","16544","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","18429","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-18864","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-5139","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-10558","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-9427","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-3412","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","1411","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","9856","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-149","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","11131","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","5876","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","5552","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","13799","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-5228","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-1959","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","3505","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","5008","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","12009","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","12558","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","11543","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","8030","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-2921","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","544","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","12639","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","5015","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","12390","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","10947","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","1166","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","508","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","18160","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","16035","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","16092","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Non-farm","Dollars","81","millions","6","v62787272","1.1.21","-20519","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","2018","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1010","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-1082","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1843","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1089","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1104","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1834","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-1205","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","609","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1194","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","642","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-1626","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-1808","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","3684","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","2495","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1855","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-1333","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-1360","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","2591","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-107","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","-1553","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","152","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","737","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","5482","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","232","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","731","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","542","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1168","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","469","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","2337","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Farm","Dollars","81","millions","6","v62787273","1.1.22","1580","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","241786","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","245709","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","263975","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","292472","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","329954","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","359208","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","379767","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","412413","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","451662","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","500570","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","545750","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","529921","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","536435","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","527266","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","556427","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","569069","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","574084","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","580615","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","554233","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","482375","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","514587","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","539429","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","554612","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","568260","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","604190","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","624847","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","633637","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","642793","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","667407","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","682482","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","616342","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","206863","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","212059","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","222933","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","239615","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","259495","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","274503","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","289221","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","330752","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","348275","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","376329","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","408269","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","388237","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","395465","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","412206","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","447268","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","480140","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","505686","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","534889","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","539677","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","472786","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","537975","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","568070","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","589137","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","601376","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","616596","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","621229","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","621544","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","650305","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","671791","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","674390","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","601271","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","894","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-1300","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-1995","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-505","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","550","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","1","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-591","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","1589","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","765","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","1937","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","1345","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-145","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","929","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","1087","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","301","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","542","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-245","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-1071","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-342","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-918","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-1434","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-1044","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-1032","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-109","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-541","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-841","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","1275","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-764","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","74","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","211","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-155","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1092141","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1069358","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1078985","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1107696","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1157481","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1188663","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1207909","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1259608","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1308685","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1376251","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1447508","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1473418","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1517887","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1545232","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1592933","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1643973","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1687281","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1722238","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1739534","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1688636","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1740814","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1795582","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1827201","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1869759","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1923422","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1936100","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1955488","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2014933","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2070888","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2109813","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","1999406","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1047708","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1037232","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1042211","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","1050396","","","","0"
